ENT,CVE_MUN,MUN,POB_TOT,ANALF,SPRIM,OVSDE,OVSEE,OVSAE,VHAC,OVPT,PL<5000,PO2SM,IM,GM,LUG_NAC,LUGAR_EST,AÑO
Chihuahua,8050,Nuevo Casas Grandes,49154,3.55,30.84,8.7,11.28,4.91,50.29,2.12,10.31,56.96,-1.75,Muy bajo,2320,62,1990
Chihuahua,8011,Camargo,45814,4.72,31.57,17,6.03,7.25,48.63,4.57,26.7,57.71,-1.638,Muy bajo,2283,60,1990
Chihuahua,8031,Guerrero,41564,8.36,50.37,23.57,26.53,29.71,52.3,13.89,66.61,71.53,-0.766,Bajo,1804,29,1990
Chihuahua,8036,JimÈnez,37052,7.44,37.11,16.92,8.36,7.51,54.04,9.1,22.34,66.95,-1.373,Bajo,2186,56,1990
Chihuahua,8040,Madera,35857,8.78,48.3,13.44,15.89,14.52,50.7,10.02,61.59,60.3,-1.154,Bajo,2078,49,1990
Chihuahua,8045,Meoqui,34995,5.81,39.81,12.35,8.13,8.47,49.95,4.5,34.41,61.11,-1.478,Bajo,2234,57,1990
Chihuahua,8029,Guadalupe y Calvo,34954,29.84,72.31,69.47,87.57,56.83,66.07,57.5,100,77.76,1.03,Alto,403,8,1990
Chihuahua,8027,Guachochi,34255,39.5,69.6,58.88,78.69,68.9,66,62.71,76.49,77.98,1.003,Alto,424,9,1990
Chihuahua,8062,Saucillo,32612,6.49,39.45,17.96,8.75,7.42,53.08,5.55,50.68,59.65,-1.358,Bajo,2176,54,1990
Chihuahua,8048,Namiquipa,30014,5.15,47.35,11.75,16.72,18.49,43.4,3.16,100,69.2,-1.084,Bajo,2035,44,1990
Chihuahua,8052,Ojinaga,23910,6.33,41.51,13.42,20.24,16.07,39.3,3.6,23.98,61.7,-1.503,Bajo,2241,58,1990
Chihuahua,8009,Bocoyna,22417,19.53,54.2,33.11,54.46,48.01,64.3,33.83,70.14,70.3,-0.046,Medio,1228,18,1990
Chihuahua,8010,Buenaventura,17831,5.78,44.95,11.46,17.45,5.71,49.21,6.79,100,63.17,-1.137,Bajo,2067,48,1990
Chihuahua,8002,Aldama,17169,6.86,43.93,16.47,14.19,8.75,51.99,6.95,28.99,65.98,-1.298,Bajo,2148,52,1990
Chihuahua,8005,AscensiÛn,16361,6.1,46.74,13.37,25.15,8.39,50.89,4.8,45.2,50.02,-1.368,Bajo,2182,55,1990
Chihuahua,8065,Urique,15848,41.62,73.85,64.99,80.23,56.71,64.46,70.99,100,71.07,1.092,Alto,362,5,1990
Chihuahua,8060,Santa B·rbara,15124,6.69,31.95,20.3,5.71,9.78,53.86,4.37,15.72,54.05,-1.599,Muy bajo,2277,59,1990
Chihuahua,8007,Balleza,14757,32.86,65.52,69.93,67.01,60.01,58.18,50.22,100,78.73,0.774,Alto,555,12,1990
Chihuahua,8055,Rosales,14154,7.38,46.88,19.55,10.11,8.02,57.91,5.31,100,71.01,-0.909,Bajo,1919,34,1990
Chihuahua,8001,Ahumada,11871,6.88,47.75,14.92,14.06,14.71,54.93,4.29,39,53.72,-1.311,Bajo,2156,53,1990
Chihuahua,8035,Janos,10898,4.69,42.94,11.19,73.5,11.39,55.54,3.47,100,71.51,-0.683,Bajo,1749,27,1990
Chihuahua,8030,Guazapares,10082,35.35,75.15,59.95,88.82,51.66,66.49,81.44,100,65.93,1.062,Alto,379,7,1990
Chihuahua,8054,Riva Palacio,10081,3.86,21.99,35.18,21.78,16.71,57,3.09,100,62.29,-1.099,Bajo,2045,47,1990
Chihuahua,8025,GÛmez FarÌas,10073,5.51,43.74,8.49,11.49,9.02,43.46,4.83,100,69.53,-1.199,Bajo,2102,50,1990
Chihuahua,8013,Casas Grandes,10042,5.64,46.98,10.52,36.8,26.85,48.06,4.83,100,73.75,-0.823,Bajo,1855,32,1990
Chihuahua,8008,Batopilas,9751,49.47,81.96,76.34,94.02,78.21,70.71,87.03,100,76.61,1.733,Muy alto,105,1,1990
Chihuahua,8012,CarichÌ,9527,40.86,72.94,60.54,56.96,60.58,55.02,48.57,100,85.21,0.841,Alto,509,11,1990
Chihuahua,8059,San Francisco del Oro,9486,6.08,33.08,16.14,5.18,9.16,50.76,3.03,10.34,46.52,-1.766,Muy bajo,2325,63,1990
Chihuahua,8003,Allende,9411,6.68,41.49,27.91,8.11,10.51,43.85,6.01,100,74.37,-1.044,Bajo,2014,43,1990
Chihuahua,8034,Ignacio Zaragoza,9059,5,47.1,18.54,18.18,9.94,45.98,3.57,100,80.04,-0.94,Bajo,1941,35,1990
Chihuahua,8028,Guadalupe,9054,7.36,45.77,11.45,21.76,12.19,53.51,6.26,100,54.36,-1.098,Bajo,2044,46,1990
Chihuahua,8063,TemÛsachi,9021,12.64,61.3,20.42,58.17,39.7,52.18,25.67,100,74.26,-0.189,Medio,1352,19,1990
Chihuahua,8053,Praxedis G. Guerrero,8442,6.74,47.87,9.27,13.32,6.05,52.29,1.65,100,66.29,-1.095,Bajo,2039,45,1990
Chihuahua,8006,BachÌniva,8139,6.83,57.22,20.99,10.8,11.88,43.55,5.65,100,67.25,-0.986,Bajo,1972,37,1990
Chihuahua,8066,Uruachi,7314,31.93,78.37,59.73,92.83,73.68,63.83,84.57,100,78.93,1.312,Muy alto,263,4,1990
Chihuahua,8051,Ocampo,7211,21.14,70.52,54.91,93.12,58.2,65.34,39.46,100,69.98,0.679,Alto,629,14,1990
Chihuahua,8020,ChÌnipas,7116,23.61,68.11,55.65,86.49,47.42,65.51,82.22,100,84.33,0.99,Alto,431,10,1990
Chihuahua,8067,Valle de Zaragoza,6641,10.35,56.24,49.95,37.29,20.79,51.87,8.66,100,81.63,-0.328,Medio,1482,20,1990
Chihuahua,8046,Morelos,6547,38.14,73.15,65.51,95.37,83.35,69.36,85.42,100,63.91,1.341,Muy alto,245,2,1990
Chihuahua,8018,Cusihuiriachi,6467,7.81,57.43,27.54,20.89,23.51,47.6,5.91,100,86.6,-0.571,Bajo,1653,24,1990
Chihuahua,8061,SatevÛ,6306,9.53,57.88,73.03,43.97,40.52,46.2,15.86,100,87.75,-0.006,Medio,1195,17,1990
Chihuahua,8038,Julimes,5641,6.01,53.2,25.07,7.93,5.82,46.22,4.67,100,71.34,-0.989,Bajo,1975,38,1990
Chihuahua,8022,Dr. Belisario DomÌnguez,5383,6.73,54.06,39.84,8.55,10.82,29.02,5.38,100,74.17,-1.024,Bajo,1996,41,1990
Chihuahua,8026,Gran Morelos,5327,7.49,54.73,43.52,10.14,19.43,41.6,5.16,100,81.94,-0.709,Bajo,1772,28,1990
Chihuahua,8044,Matamoros,5306,7.81,46.91,61.16,11.78,13.57,51.76,6.76,100,73.87,-0.653,Bajo,1723,26,1990
Chihuahua,8024,Santa Isabel,5269,5.31,50.89,35.99,11.09,13.01,46.35,7.19,100,78.91,-0.806,Bajo,1841,31,1990
Chihuahua,8047,Moris,4945,24.52,68.17,45.96,83.74,57.76,63.39,73.99,100,69.35,0.754,Alto,574,13,1990
Chihuahua,8039,LÛpez,4682,8.55,48.39,25.25,7.37,4.36,42.67,7.41,100,75.38,-1.003,Bajo,1983,39,1990
Chihuahua,8043,MatachÌ,4109,6.59,46.37,20.05,20.59,21.75,45.43,8.53,100,74.73,-0.879,Bajo,1900,33,1990
Chihuahua,8016, La Cruz                                          ,4008,4.44,41.8,22.64,12.45,9.49,49.33,4.42,100,74.5,-1.02,Bajo,1993,40,1990
Chihuahua,8004,Aquiles Serd·n,3916,5.24,30.88,37.62,3.89,19.43,53.78,2.58,100,76.56,-0.965,Bajo,1958,36,1990
Chihuahua,8049,Nonoava,3516,29.21,70.9,76.08,94.61,50.71,56.04,65.3,100,86.62,1.076,Alto,366,6,1990
Chihuahua,8058,San Francisco de Conchos,3231,7.04,37.19,22.24,13.57,11.37,45.93,4.67,100,76.98,-1.037,Bajo,2008,42,1990
Chihuahua,8057,San Francisco de Borja,3220,12.98,57.79,49,25.99,21.3,41.79,20.11,100,85.68,-0.362,Medio,1518,21,1990
Chihuahua,8056,Rosario,3218,12.32,59.77,52.78,52.68,29.1,50.6,25.64,100,85.92,0.001,Medio,1187,16,1990
Chihuahua,8023,Galeana,3130,3.57,43.29,12.49,19.87,8.53,46.23,1.76,100,60.43,-1.234,Bajo,2119,51,1990
Chihuahua,8014,Coronado,2914,8.09,52.86,45.61,28.62,12.46,50.33,9.73,100,85.51,-0.475,Medio,1599,23,1990
Chihuahua,8042,Manuel Benavides,2794,9.63,62.82,33.72,39.11,21.29,36.18,8.71,100,77.05,-0.585,Bajo,1668,25,1990
Chihuahua,8064, El Tule                                          ,2666,13.68,57.65,64.19,32.04,15.41,40.38,14.92,100,74.02,-0.428,Medio,1565,22,1990
Chihuahua,8015,Coyame,2262,8.39,56.29,24.45,21.13,8.86,41.02,5.31,100,83.57,-0.779,Bajo,1817,30,1990
Chihuahua,8033,Huejotit·n,1733,13.7,61.93,76.92,48.24,34.62,54.4,23.77,100,89.38,0.253,Alto,980,15,1990
Chihuahua,8041,Maguarichi,1690,30.87,77.17,61.66,84.96,61.98,67.2,79.55,100,89.97,1.32,Muy alto,257,3,1990
Distrito Federal,9007,Iztapalapa,1490499,5.07,20.92,2.37,1.29,5.6,56.06,3.69,0,67.77,-1.771,Muy bajo,2326,5,1990
Distrito Federal,9005,Gustavo A. Madero,1268068,3.97,17.3,1.12,0.39,1.7,48.05,1.69,0,62.52,-2.01,Muy bajo,2378,9,1990
Distrito Federal,9010,¡lvaro ObregÛn                                   ,642753,4.88,19.3,1.76,0.98,2.56,49.46,3.79,0.03,62.5,-1.941,Muy bajo,2368,7,1990
Distrito Federal,9003,Coyoac·n,640066,3.17,13.1,1.11,0.25,0.63,32.83,1.13,0,52.09,-2.354,Muy bajo,2400,15,1990
Distrito Federal,9015,CuauhtÈmoc,595960,2.77,12.71,0.57,0.17,0.63,35.29,0.12,0,56.53,-2.297,Muy bajo,2397,14,1990
Distrito Federal,9017,Venustiano Carranza,519628,3.21,14.96,0.5,0.17,0.67,47.1,0.41,0,61.72,-2.078,Muy bajo,2387,11,1990
Distrito Federal,9012,Tlalpan,484866,4.35,16.85,3.94,1.31,14.8,44.76,4.86,0.71,58.09,-1.984,Muy bajo,2374,8,1990
Distrito Federal,9002,Azcapotzalco,474688,3.54,15.61,0.81,0.2,0.75,47.16,0.58,0,59.71,-2.084,Muy bajo,2388,12,1990
Distrito Federal,9006,Iztacalco,448322,3.8,16.94,0.67,0.26,0.69,48.81,0.97,0,62.46,-2.02,Muy bajo,2381,10,1990
Distrito Federal,9014,Benito Ju·rez,407811,1.67,8.11,0.3,0.12,0.25,21.74,0.1,0,40.72,-2.678,Muy bajo,2403,16,1990
Distrito Federal,9016,Miguel Hidalgo,406868,3.07,13.67,0.82,0.16,0.59,37.1,0.28,0,53.97,-2.287,Muy bajo,2396,13,1990
Distrito Federal,9013,Xochimilco,271151,5.26,18.72,4.67,2.73,9.06,56.28,7.54,1.19,67.41,-1.726,Muy bajo,2311,4,1990
Distrito Federal,9011,Tl·huac,206700,5.61,22.8,4.53,1.98,5.44,64.29,5.16,2.76,74.34,-1.549,Bajo,2254,2,1990
Distrito Federal,9008, La Magdalena Contreras                           ,195041,5.05,20.04,2.62,1.08,3.53,52.13,5.84,0.05,64.97,-1.852,Muy bajo,2346,6,1990
Distrito Federal,9004,Cuajimalpa de Morelos,119669,6.21,23.96,6.07,1.49,5.5,59.33,5.42,6.31,67.33,-1.641,Muy bajo,2285,3,1990
Distrito Federal,9009,Milpa Alta,63654,8.06,25.47,15.19,5.37,16.46,67.31,15.15,10,75.53,-1.227,Bajo,2112,1,1990
Durango,10005,Durango,413835,4.1,27.78,13.98,4.7,5,47.87,13.41,15.9,60.86,-1.683,Muy bajo,2298,39,1990
Durango,10007,GÛmez Palacio,232742,4.63,30.05,15.32,2.74,4.35,50.4,13.68,29.5,66.03,-1.529,Bajo,2248,38,1990
Durango,10012,Lerdo,94324,6.14,35.5,25.84,5.71,8.63,58.01,16.11,44.81,70.42,-1.156,Bajo,2079,37,1990
Durango,10032,Santiago Papasquiaro,42150,8.02,48.64,48.97,20.12,29.98,53.49,23.65,62.04,64.52,-0.687,Bajo,1752,29,1990
Durango,10023,Pueblo Nuevo,39280,10.81,49.68,40.97,36.57,32.73,69.19,31.26,61.52,64.96,-0.358,Medio,1511,17,1990
Durango,10001,Canatl·n,34773,5.94,44.83,56.87,15.4,11.4,52.62,22.7,75.97,72.78,-0.703,Bajo,1768,30,1990
Durango,10004,CuencamÈ,34697,7.04,49.67,51.43,7.31,22.76,58.52,16.96,79.98,78.22,-0.558,Bajo,1643,22,1990
Durango,10008,Guadalupe Victoria,32173,6.7,43.95,43.01,5.02,5.73,50.06,15.97,60.12,75.31,-0.973,Bajo,1961,35,1990
Durango,10039,Nuevo Ideal,30006,5.45,43.49,39.51,25.81,28.68,55.77,15.63,71.4,67.79,-0.749,Bajo,1794,31,1990
Durango,10036,Tlahualilo,27204,7.07,46.68,26.85,7.14,9.88,56.58,24.33,58.01,79.42,-0.846,Bajo,1876,34,1990
Durango,10022,Poanas,26470,6.44,47.57,43.53,5.22,6.33,54.32,16.62,63.54,80.02,-0.819,Bajo,1852,32,1990
Durango,10013,MapimÌ,25124,9.51,52.9,31.82,9.86,18.75,62.33,19.68,69.56,77.13,-0.611,Bajo,1683,27,1990
Durango,10014,Mezquital,23763,46.73,80.11,75.49,83.33,70.78,72.92,66.54,100,67.58,1.397,Muy alto,222,2,1990
Durango,10026,San Dimas,23318,11.91,56.81,51.64,60.19,34.01,65.58,32.26,100,61.23,-0.011,Medio,1198,12,1990
Durango,10034,Tamazula,21842,23.94,72.22,88.74,92.45,77.36,76.24,81.09,100,75.16,1.443,Muy alto,207,1,1990
Durango,10016,Nombre de Dios,19732,7.22,50.26,52.32,8.64,20.69,57.38,25.68,100,81.71,-0.405,Medio,1544,18,1990
Durango,10038,Vicente Guerrero,18878,6.02,41.78,28.8,7.29,6.9,50.3,19.77,29.3,75.95,-1.146,Bajo,2072,36,1990
Durango,10035,Tepehuanes,14942,11.26,58.77,47.86,44.89,36.23,44.21,25.84,100,70.55,-0.288,Medio,1452,16,1990
Durango,10018, El Oro                                           ,14815,6.61,49,52.09,12.25,16.64,46.12,12.75,65.23,73.65,-0.837,Bajo,1868,33,1990
Durango,10020,P·nuco de Coronado,14530,6.48,51.5,49.28,4.23,14.76,57.44,15.64,100,76.98,-0.58,Bajo,1661,26,1990
Durango,10028,San Juan del RÌo,14401,8.77,56.67,73.96,10.6,23.27,57.95,20.77,100,82.48,-0.186,Medio,1348,14,1990
Durango,10015,Nazas,14250,8.06,53.11,50.2,10.86,9.85,56.48,20.39,100,80.16,-0.48,Medio,1603,21,1990
Durango,10024,Rodeo,14208,7.82,52.67,57.72,7.39,11.41,60.58,19.16,100,74.26,-0.474,Medio,1598,20,1990
Durango,10017,Ocampo,13126,9.24,47.45,43.95,19.86,20.09,49.42,14.57,100,72.45,-0.652,Bajo,1722,28,1990
Durango,10006,General SimÛn BolÌvar,12731,9.06,62.62,74.91,9.75,24.1,66.89,29.04,100,84.89,0.057,Alto,1146,10,1990
Durango,10009,GuanacevÌ,11925,14.74,64.97,60.3,67.73,46.67,62.02,32.31,100,67.51,0.281,Alto,955,7,1990
Durango,10021,PeÒÛn Blanco,10979,8.82,53.45,59.57,14.46,34.18,56.09,25.11,53.94,76.88,-0.442,Medio,1574,19,1990
Durango,10037,Topia,10503,15.74,70.01,75.69,68.97,67,67.47,78.5,100,75.55,0.958,Alto,445,4,1990
Durango,10011,IndÈ,8446,6.74,52.99,61.72,10.3,20.47,54.29,12.3,100,67.9,-0.574,Bajo,1655,24,1990
Durango,10031,Santa Clara,7894,6.66,56.86,61.93,9.74,15.36,62.45,27.85,100,85.45,-0.2,Medio,1362,15,1990
Durango,10027,San Juan de Guadalupe,7809,10.9,63.93,69.94,35.93,52.24,61.08,41.04,100,85.94,0.365,Alto,885,6,1990
Durango,10033,S˙chil,7693,11.03,56.37,50.54,25.02,30.12,56.19,32.89,100,82.69,-0.136,Medio,1304,13,1990
Durango,10025,San Bernardo,5629,9.8,62.34,75.05,25.92,51.84,50.08,25.19,100,88.52,0.115,Alto,1099,9,1990
Durango,10010,Hidalgo,5604,7.34,50.36,52.74,7.41,23.76,52.56,12.26,100,76.61,-0.577,Bajo,1658,25,1990
Durango,10003,Coneto de Comonfort,5535,6.42,60.13,83.32,20.87,37.52,69.32,25.82,100,86.33,0.211,Alto,1020,8,1990
Durango,10002,Canelas,4557,19.61,69.37,71.32,78.76,49.35,59.81,58.6,100,61.41,0.581,Alto,704,5,1990
Durango,10019,Ot·ez,4296,21.27,74.69,90.92,84.59,59.39,72.03,76.07,100,82.27,1.31,Muy alto,265,3,1990
Durango,10030,San Pedro del Gallo,2630,6.37,58.79,83.78,21.03,35.76,55.16,19.36,100,87.02,-0.004,Medio,1191,11,1990
Durango,10029,San Luis del Cordero,2564,9.37,53.45,59.63,6.98,8.05,52.05,15.23,100,75.51,-0.567,Bajo,1652,23,1990
Guanajuato,11020,LeÛn,867920,11.14,36.63,8.47,6.23,8.45,54.38,6.36,9.37,44.31,-1.686,Muy bajo,2299,46,1990
Guanajuato,11017,Irapuato,362915,12.93,38.17,21.77,6.22,6.97,55.7,12.63,26.97,65.4,-1.25,Bajo,2129,43,1990
Guanajuato,11007,Celaya,310569,11.85,34.5,14.66,5.92,5.84,51.67,14.95,20.56,57.79,-1.481,Bajo,2236,44,1990
Guanajuato,11027,Salamanca,204311,14.91,38.57,24.4,9.55,10.48,53.79,13.27,34.98,57.86,-1.24,Bajo,2123,42,1990
Guanajuato,11023,PÈnjamo,137842,18.79,58.75,50.99,8.64,23.5,62.86,26.89,72.35,71.12,-0.328,Medio,1480,24,1990
Guanajuato,11042,Valle de Santiago,132023,16.72,54.78,46.74,9.46,12.87,67.46,17,57.58,73.11,-0.499,Medio,1615,30,1990
Guanajuato,11015,Guanajuato,119170,11.04,33.71,28.4,11.27,16.99,56.97,8.24,38.65,64.85,-1.169,Bajo,2087,41,1990
Guanajuato,11037,Silao,115130,18.35,51.48,38.46,13.12,17.39,68.12,17.04,55.85,66.79,-0.583,Bajo,1666,31,1990
Guanajuato,11002,Ac·mbaro,112450,17.5,48.84,29.6,6.9,12.78,55.7,13.73,43.09,68.26,-0.924,Bajo,1933,38,1990
Guanajuato,11003,Allende,110692,25.5,55.45,49.18,26.97,37.24,64.02,20.22,55.79,70.08,-0.22,Medio,1392,19,1990
Guanajuato,11014, Dolores Hidalgo Cuna de la Independencia Nacional,104712,24.2,59.68,53.69,32.82,36.4,64.53,25.78,61.8,75.9,-0.018,Medio,1205,13,1990
Guanajuato,11028,Salvatierra,97599,18.62,51.23,36.32,5.15,17.45,59.77,20.05,50.49,67.85,-0.728,Bajo,1782,35,1990
Guanajuato,11030,San Felipe,87216,25.38,64.64,61.49,29.37,49.66,67.48,26.54,76.35,77,0.24,Alto,991,9,1990
Guanajuato,11031,San Francisco del RincÛn,83601,14.97,50.03,28.88,10.73,11.14,60.67,13.9,37.45,57.26,-1.004,Bajo,1984,39,1990
Guanajuato,11033,San Luis de la Paz,78504,27.38,62.15,46.82,42.14,39.06,66.38,29.25,58.95,73.3,0.07,Alto,1136,12,1990
Guanajuato,11046,Yuriria,77247,20.31,59.89,50.43,7.64,28.19,63.39,21.59,62.24,72.72,-0.33,Medio,1485,25,1990
Guanajuato,11011,Cortazar,74383,15.6,46.06,27.88,12.39,14.64,62.91,24.49,38.72,68.55,-0.807,Bajo,1842,37,1990
Guanajuato,11001,Abasolo,70938,22.01,60.51,52.34,12,16.23,67.82,27.21,72.08,75.28,-0.185,Medio,1347,17,1990
Guanajuato,11005,Apaseo el Grande,61594,20.42,52.34,37.35,13.83,11.71,67.72,17.88,71.52,74.08,-0.454,Medio,1582,29,1990
Guanajuato,11009,Comonfort,56592,24.16,52.54,45.89,22.23,32.42,67.15,35.3,49,72.08,-0.214,Medio,1380,18,1990
Guanajuato,11035,Santa Cruz de Juventino Rosas,56166,23.38,57.23,36.77,18.08,19.76,67.81,32.34,46.89,76.96,-0.286,Medio,1450,22,1990
Guanajuato,11019,JerÈcuaro,51954,29.38,71.67,75.3,31.54,48.98,66.44,20.88,89.02,76.88,0.441,Alto,812,7,1990
Guanajuato,11004,Apaseo el Alto,48455,22.87,60.05,49.2,16.13,22.65,67.21,13.75,58.93,71.93,-0.309,Medio,1473,23,1990
Guanajuato,11021,MoroleÛn,48191,12.38,44.76,14.5,2.7,5.44,52.77,7.23,14.64,52.01,-1.509,Bajo,2243,45,1990
Guanajuato,11041,Uriangato,46710,13.18,53.4,23.51,5.38,8.1,61.78,8.3,18.98,56.53,-1.16,Bajo,2081,40,1990
Guanajuato,11026,Romita,44545,20.94,65.37,47.13,13.28,15.31,66.47,28.51,62.88,79.26,-0.178,Medio,1337,16,1990
Guanajuato,11032,San JosÈ Iturbide,42681,26.19,59.38,55.32,22.94,29.73,64.63,21.79,71.66,73.07,-0.096,Medio,1272,15,1990
Guanajuato,11044,Villagr·n,38680,16.14,44.32,29.84,9.84,6.09,67.87,31.64,53.09,72.72,-0.672,Bajo,1738,33,1990
Guanajuato,11039,Tarimoro,38594,23.04,62.57,39.96,9.36,24.46,65.07,18.3,69.28,77.22,-0.275,Medio,1437,21,1990
Guanajuato,11008,Manuel Doblado,37484,21.73,66.65,59.88,22.06,29.23,63.73,19.75,72.31,73.86,-0.065,Medio,1251,14,1990
Guanajuato,11029,San Diego de la UniÛn,31360,28.03,67.72,72.81,36.34,46.03,65.65,28.31,82.58,79.09,0.419,Alto,832,8,1990
Guanajuato,11025,PurÌsima del RincÛn,30433,15.85,57.52,30.46,11.8,8.64,63.9,11.31,58.97,61.9,-0.772,Bajo,1811,36,1990
Guanajuato,11018,Jaral del Progreso,29764,18.06,48.8,37.97,5.6,4.87,66.19,26.97,51.13,76.33,-0.606,Bajo,1680,32,1990
Guanajuato,11012,Cuer·maro,23109,20.17,57.71,39.71,16.95,18.08,62.29,25.14,49.19,72.76,-0.454,Medio,1581,28,1990
Guanajuato,11022,Ocampo,19727,23.69,69.57,65.53,26.23,49.06,61.45,27.47,71.91,77.33,0.196,Alto,1039,11,1990
Guanajuato,11016,HuanÌmaro,18360,16.49,60.08,40.05,4.75,3.42,65.25,21.29,100,78.91,-0.356,Medio,1506,26,1990
Guanajuato,11043,Victoria,18324,27.18,61.12,74.95,55.1,66.13,69.45,49.16,100,79.37,0.797,Alto,538,4,1990
Guanajuato,11013,Doctor Mora,16814,33.14,67.5,69.7,37.63,32.69,71.56,31.37,100,77.9,0.527,Alto,744,6,1990
Guanajuato,11040,Tierra Blanca,13121,32.6,66.98,84.8,41.98,67.42,77.19,52.08,100,76.87,0.984,Alto,436,3,1990
Guanajuato,11038,Tarandacuao,12402,14.87,51.16,34.8,14.7,13.52,58.2,16.3,44.19,78.07,-0.702,Bajo,1766,34,1990
Guanajuato,11045,Xich˙,11614,37.28,77.32,85.08,83.41,76.77,75.59,80.4,100,88.81,1.686,Muy alto,119,1,1990
Guanajuato,11024,Pueblo Nuevo,10597,20.87,58.96,45.99,8.38,7.11,58.55,18.72,100,73.57,-0.394,Medio,1536,27,1990
Guanajuato,11036,Santiago MaravatÌo,9483,20.12,60.16,44.41,3.79,17.55,65.83,22.17,100,77.22,-0.229,Medio,1404,20,1990
Guanajuato,11010,Coroneo,9435,24.75,65.61,62.09,35.83,30.07,56.97,31.24,100,81.65,0.218,Alto,1014,10,1990
Guanajuato,11006,Atarjea,5200,32.97,74.65,86.82,76.13,76.59,70.96,80.64,100,76.09,1.4,Muy alto,220,2,1990
Guanajuato,11034,Santa Catarina,3982,34.66,69.87,73.71,48.79,41.88,63.73,53.64,100,81.94,0.78,Alto,551,5,1990
Guerrero,12001,Acapulco de Ju·rez,593212,12.4,30.68,25.75,8.11,29.02,62,23.77,12.15,65.4,-1.096,Bajo,2041,73,1990
Guerrero,12029,Chilpancingo de los Bravo,136164,14.5,32.38,18.63,8.62,15.72,62.52,36.02,22.16,60.56,-1.102,Bajo,2046,74,1990
Guerrero,12035,Iguala de la Independencia,101067,13.73,35.42,21.66,4.71,27.73,59.24,27.77,17.47,58.86,-1.143,Bajo,2068,75,1990
Guerrero,12055,Taxco de AlarcÛn,86864,17.53,43.58,39.76,6.23,31.19,66.67,35.98,51.84,64.41,-0.575,Bajo,1656,68,1990
Guerrero,12028, Chilapa de ¡lvarez                               ,85621,54.47,73.76,73.78,32.12,57.56,78.25,74.21,80.93,79.3,1.208,Muy alto,314,23,1990
Guerrero,12038,JosÈ Azueta,63366,15.16,36.7,36.21,13.91,22.9,64.21,35.36,41.09,47.09,-0.936,Bajo,1935,72,1990
Guerrero,12021,Coyuca de BenÌtez,60761,25.77,50.15,53.78,16.43,48.14,69.94,50.53,83.89,64.81,0.045,Alto,1153,59,1990
Guerrero,12057,TÈcpan de Galeana,59244,24.52,51.97,35.57,18.63,31.77,68,37.62,53.3,53.45,-0.453,Medio,1580,67,1990
Guerrero,12011,Atoyac de ¡lvarez,58568,19.74,48.87,37.52,19.51,25.09,72.63,47.82,68.31,73.37,-0.181,Medio,1341,63,1990
Guerrero,12058,Teloloapan,55466,25.1,52.64,65.5,21.27,49.93,66.37,53.12,67.97,69.22,0.13,Alto,1088,54,1990
Guerrero,12053,San Marcos,45433,31.77,59.58,61.55,17.88,62.49,76.68,49.94,74.18,77.03,0.495,Alto,774,44,1990
Guerrero,12066,Tlapa de Comonfort,44177,40.6,58.23,60.39,24.83,48.97,79.99,59.33,52.77,76.46,0.549,Alto,725,41,1990
Guerrero,12022,Coyuca de Catal·n,43585,34.47,61.73,61.03,24.72,68.05,68.64,65.27,85.94,60.51,0.476,Alto,783,45,1990
Guerrero,12048,Petatl·n,43145,22.65,51.96,45.18,20.41,31.42,70.04,39.06,45.07,53.19,-0.407,Medio,1547,66,1990
Guerrero,12012,Ayutla de los Libres,40002,46.36,66.31,78.84,43.43,67.13,82.77,69.09,84.47,78.91,1.224,Muy alto,300,22,1990
Guerrero,12046,Ometepec,38057,39.1,61.12,72.19,29.23,60.82,77.56,64.13,69.85,82.14,0.836,Alto,513,30,1990
Guerrero,12003,Ajuchitl·n del Progreso,36728,33.83,65.37,73.64,23.15,75.61,78.93,65.83,82.72,67.34,0.792,Alto,540,32,1990
Guerrero,12056,Tecoanapa,35417,30.61,58.52,79.86,22.38,45.79,82.84,61.3,100,73.63,0.715,Alto,600,36,1990
Guerrero,12034,Huitzuco de los Figueroa,35339,23.64,54.73,53.93,15.94,51.2,64.37,51.69,61.09,69.37,-0.012,Medio,1201,61,1990
Guerrero,12059,Tepecoacuilco de Trujano,35213,30.05,60.92,70.77,10.57,58.31,71.25,57.44,81.15,75.26,0.468,Alto,786,46,1990
Guerrero,12075,Eduardo Neri,32997,31.9,55.22,49.48,11,36.53,78.13,55.78,52.45,68.17,0.092,Alto,1118,57,1990
Guerrero,12013,Azoy˙,32601,35.49,63.27,63.25,28.59,59.76,77.62,62.78,80.66,81.51,0.781,Alto,550,33,1990
Guerrero,12032,General Heliodoro Castillo,30785,31.25,72.13,76.53,71.43,61.26,80.48,82.92,79.66,85.14,1.336,Muy alto,252,18,1990
Guerrero,12007,Arcelia,30667,25.65,50.64,46.79,18.48,49.55,70.44,52.09,53.05,58.73,-0.131,Medio,1299,62,1990
Guerrero,12041,Malinaltepec,30581,43.29,62.62,88.07,75.44,91.23,82.46,96.03,100,82.44,1.759,Muy alto,95,13,1990
Guerrero,12027,Cutzamala de PinzÛn,29469,38.19,68.4,62.79,36.14,66.56,68.73,58.74,82.37,59.32,0.586,Alto,696,40,1990
Guerrero,12061,Tixtla de Guerrero,28943,29.47,47.67,37.37,9.32,19.21,65.42,56.91,23.03,71.82,-0.387,Medio,1533,65,1990
